"No.","Time","Source","Destination","Protocol","Length","Info"
"653","8.660993","172.16.238.10","172.16.238.2","TCP","64","56805  >  388 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"654","8.661024","172.16.238.10","172.16.238.2","TCP","64","56805  >  677 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"655","8.742122","172.16.238.10","172.16.238.2","TCP","64","56807  >  63 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"656","8.742192","172.16.238.10","172.16.238.2","TCP","64","56807  >  488 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"657","8.742223","172.16.238.10","172.16.238.2","TCP","64","56807  >  494 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"658","8.745471","172.16.238.10","172.16.238.2","TCP","64","56807  >  97 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"659","8.745536","172.16.238.10","172.16.238.2","TCP","64","56805  >  578 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"660","8.745569","172.16.238.10","172.16.238.2","TCP","64","56805  >  621 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"661","8.745598","172.16.238.10","172.16.238.2","TCP","64","56805  >  803 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"662","8.745627","172.16.238.10","172.16.238.2","TCP","64","56805  >  941 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"663","8.745656","172.16.238.10","172.16.238.2","TCP","64","56805  >  319 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"664","8.745692","172.16.238.10","172.16.238.2","TCP","64","56805  >  875 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"665","8.745722","172.16.238.10","172.16.238.2","TCP","64","56805  >  725 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"666","8.745750","172.16.238.10","172.16.238.2","TCP","64","56805  >  26 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"667","8.749466","172.16.238.10","172.16.238.2","TCP","64","56805  >  640 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"668","8.749506","172.16.238.10","172.16.238.2","TCP","64","56805  >  337 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"669","8.749537","172.16.238.10","172.16.238.2","TCP","64","56805  >  447 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"670","8.749568","172.16.238.10","172.16.238.2","TCP","64","56805  >  549 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"671","8.749596","172.16.238.10","172.16.238.2","TCP","64","56805  >  953 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"672","8.749631","172.16.238.10","172.16.238.2","TCP","64","56805  >  179 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"673","8.749660","172.16.238.10","172.16.238.2","TCP","64","56805  >  54 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"674","8.749688","172.16.238.10","172.16.238.2","TCP","64","56805  >  920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"675","8.749716","172.16.238.10","172.16.238.2","TCP","64","56805  >  674 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"676","8.749745","172.16.238.10","172.16.238.2","TCP","64","56805  >  259 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"677","8.749773","172.16.238.10","172.16.238.2","TCP","64","56805  >  133 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"678","8.749802","172.16.238.10","172.16.238.2","TCP","64","56805  >  458 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"679","8.754155","172.16.238.10","172.16.238.2","TCP","64","56805  >  971 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"680","8.754212","172.16.238.10","172.16.238.2","TCP","64","56805  >  393 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"681","8.754243","172.16.238.10","172.16.238.2","TCP","64","56805  >  802 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"682","8.754272","172.16.238.10","172.16.238.2","TCP","64","56805  >  692 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"683","8.754301","172.16.238.10","172.16.238.2","TCP","64","56805  >  282 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"684","8.754330","172.16.238.10","172.16.238.2","TCP","64","56805  >  873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"685","8.754360","172.16.238.10","172.16.238.2","TCP","64","56805  >  694 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"686","8.754390","172.16.238.10","172.16.238.2","TCP","64","56805  >  620 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"687","8.754419","172.16.238.10","172.16.238.2","TCP","64","56805  >  915 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"688","8.754453","172.16.238.10","172.16.238.2","TCP","64","56805  >  925 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"689","8.754482","172.16.238.10","172.16.238.2","TCP","64","56805  >  978 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"690","8.754511","172.16.238.10","172.16.238.2","TCP","64","56805  >  656 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"691","8.754540","172.16.238.10","172.16.238.2","TCP","64","56805  >  914 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"692","8.754569","172.16.238.10","172.16.238.2","TCP","64","56805  >  812 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"693","8.754598","172.16.238.10","172.16.238.2","TCP","64","56805  >  320 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"694","8.757745","172.16.238.10","172.16.238.2","TCP","64","56805  >  832 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"695","8.759457","172.16.238.10","172.16.238.2","TCP","64","56805  >  241 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"696","8.759498","172.16.238.10","172.16.238.2","TCP","64","56805  >  377 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"697","8.759529","172.16.238.10","172.16.238.2","TCP","64","56805  >  237 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"698","8.759559","172.16.238.10","172.16.238.2","TCP","64","56805  >  641 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"699","8.759588","172.16.238.10","172.16.238.2","TCP","64","56805  >  423 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"700","8.759624","172.16.238.10","172.16.238.2","TCP","64","56805  >  430 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"701","8.759653","172.16.238.10","172.16.238.2","TCP","64","56805  >  346 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"702","8.759855","172.16.238.10","172.16.238.2","TCP","64","56805  >  985 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"703","8.759889","172.16.238.10","172.16.238.2","TCP","64","56805  >  951 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"704","8.762463","172.16.238.10","172.16.238.2","TCP","64","56807  >  677 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"705","8.762505","172.16.238.10","172.16.238.2","TCP","64","56807  >  388 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"706","8.762536","172.16.238.10","172.16.238.2","TCP","64","56807  >  354 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"707","8.762565","172.16.238.10","172.16.238.2","TCP","64","56807  >  153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"708","8.762898","172.16.238.10","172.16.238.2","TCP","64","56807  >  311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"709","8.762933","172.16.238.10","172.16.238.2","TCP","64","56807  >  446 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"710","8.762962","172.16.238.10","172.16.238.2","TCP","64","56807  >  690 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"711","8.762992","172.16.238.10","172.16.238.2","TCP","64","56807  >  281 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"712","8.763020","172.16.238.10","172.16.238.2","TCP","64","56807  >  19 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"713","8.763049","172.16.238.10","172.16.238.2","TCP","64","56807  >  675 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"714","8.763078","172.16.238.10","172.16.238.2","TCP","64","56807  >  438 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"715","8.763118","172.16.238.10","172.16.238.2","TCP","64","56807  >  450 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"716","8.763155","172.16.238.10","172.16.238.2","TCP","64","56807  >  71 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"717","8.763183","172.16.238.10","172.16.238.2","TCP","64","56807  >  428 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"718","8.763212","172.16.238.10","172.16.238.2","TCP","64","56807  >  594 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"719","8.763241","172.16.238.10","172.16.238.2","TCP","64","56807  >  658 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"720","8.763310","172.16.238.10","172.16.238.2","TCP","64","56807  >  93 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"721","8.763577","172.16.238.10","172.16.238.2","TCP","64","56807  >  902 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"722","8.763611","172.16.238.10","172.16.238.2","TCP","64","56807  >  877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"723","8.763655","172.16.238.10","172.16.238.2","TCP","64","56805  >  828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"724","8.763691","172.16.238.10","172.16.238.2","TCP","64","56805  >  528 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"725","8.763719","172.16.238.10","172.16.238.2","TCP","64","56805  >  2222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"726","8.763748","172.16.238.10","172.16.238.2","TCP","64","56805  >  535 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"727","8.763776","172.16.238.10","172.16.238.2","TCP","64","56805  >  614 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"728","8.763805","172.16.238.10","172.16.238.2","TCP","64","56805  >  834 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"729","8.763833","172.16.238.10","172.16.238.2","TCP","64","56805  >  889 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"730","8.842650","172.16.238.10","172.16.238.2","TCP","64","56805  >  181 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"731","8.842724","172.16.238.10","172.16.238.2","TCP","64","56805  >  159 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"732","8.842762","172.16.238.10","172.16.238.2","TCP","64","56805  >  232 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"733","8.845731","172.16.238.10","172.16.238.2","TCP","64","56807  >  319 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"734","8.845784","172.16.238.10","172.16.238.2","TCP","64","56807  >  941 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"735","8.845814","172.16.238.10","172.16.238.2","TCP","64","56807  >  803 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"736","8.845842","172.16.238.10","172.16.238.2","TCP","64","56807  >  621 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"737","8.845871","172.16.238.10","172.16.238.2","TCP","64","56807  >  578 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"738","8.845913","172.16.238.10","172.16.238.2","TCP","64","56805  >  96 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"739","8.849005","172.16.238.10","172.16.238.2","TCP","64","56807  >  26 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"740","8.849054","172.16.238.10","172.16.238.2","TCP","64","56807  >  725 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"741","8.849083","172.16.238.10","172.16.238.2","TCP","64","56807  >  875 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"742","8.851913","172.16.238.10","172.16.238.2","TCP","64","56807  >  458 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"743","8.851954","172.16.238.10","172.16.238.2","TCP","64","56807  >  133 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"744","8.851984","172.16.238.10","172.16.238.2","TCP","64","56807  >  259 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"745","8.852013","172.16.238.10","172.16.238.2","TCP","64","56807  >  674 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"746","8.852041","172.16.238.10","172.16.238.2","TCP","64","56807  >  920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"747","8.852070","172.16.238.10","172.16.238.2","TCP","64","56807  >  54 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"748","8.852105","172.16.238.10","172.16.238.2","TCP","64","56807  >  179 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"749","8.852133","172.16.238.10","172.16.238.2","TCP","64","56807  >  953 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"750","8.852161","172.16.238.10","172.16.238.2","TCP","64","56807  >  549 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"751","8.852189","172.16.238.10","172.16.238.2","TCP","64","56807  >  447 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"752","8.852217","172.16.238.10","172.16.238.2","TCP","64","56807  >  337 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"753","8.852245","172.16.238.10","172.16.238.2","TCP","64","56807  >  640 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"754","8.855127","172.16.238.10","172.16.238.2","TCP","64","56807  >  320 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"755","8.855164","172.16.238.10","172.16.238.2","TCP","64","56807  >  812 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"756","8.855199","172.16.238.10","172.16.238.2","TCP","64","56807  >  914 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"757","8.855229","172.16.238.10","172.16.238.2","TCP","64","56807  >  656 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"758","8.855257","172.16.238.10","172.16.238.2","TCP","64","56807  >  978 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"759","8.855285","172.16.238.10","172.16.238.2","TCP","64","56807  >  925 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"760","8.855313","172.16.238.10","172.16.238.2","TCP","64","56807  >  915 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"761","8.855340","172.16.238.10","172.16.238.2","TCP","64","56807  >  620 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"762","8.855368","172.16.238.10","172.16.238.2","TCP","64","56807  >  694 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"763","8.855396","172.16.238.10","172.16.238.2","TCP","64","56807  >  873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"764","8.855501","172.16.238.10","172.16.238.2","TCP","64","56807  >  282 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"765","8.855532","172.16.238.10","172.16.238.2","TCP","64","56807  >  692 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"766","8.855561","172.16.238.10","172.16.238.2","TCP","64","56807  >  802 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"767","8.855589","172.16.238.10","172.16.238.2","TCP","64","56807  >  393 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"768","8.855617","172.16.238.10","172.16.238.2","TCP","64","56807  >  971 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"769","8.859379","172.16.238.10","172.16.238.2","TCP","64","56807  >  832 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"770","8.861833","172.16.238.10","172.16.238.2","TCP","64","56807  >  951 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"771","8.861884","172.16.238.10","172.16.238.2","TCP","64","56807  >  985 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"772","8.861922","172.16.238.10","172.16.238.2","TCP","64","56807  >  346 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"773","8.861951","172.16.238.10","172.16.238.2","TCP","64","56807  >  430 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"774","8.861991","172.16.238.10","172.16.238.2","TCP","64","56807  >  423 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"775","8.862022","172.16.238.10","172.16.238.2","TCP","64","56807  >  641 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"776","8.862050","172.16.238.10","172.16.238.2","TCP","64","56807  >  237 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"777","8.862078","172.16.238.10","172.16.238.2","TCP","64","56807  >  377 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"778","8.862106","172.16.238.10","172.16.238.2","TCP","64","56807  >  241 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"779","8.865867","172.16.238.10","172.16.238.2","TCP","64","56807  >  889 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"780","8.865912","172.16.238.10","172.16.238.2","TCP","64","56807  >  834 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"781","8.865942","172.16.238.10","172.16.238.2","TCP","64","56807  >  614 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"782","8.865970","172.16.238.10","172.16.238.2","TCP","64","56807  >  535 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"783","8.865998","172.16.238.10","172.16.238.2","TCP","64","56807  >  2222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"784","8.866026","172.16.238.10","172.16.238.2","TCP","64","56807  >  528 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"785","8.866054","172.16.238.10","172.16.238.2","TCP","64","56807  >  828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"786","8.866097","172.16.238.10","172.16.238.2","TCP","64","56805  >  66 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"787","8.866125","172.16.238.10","172.16.238.2","TCP","64","56805  >  601 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"788","8.866158","172.16.238.10","172.16.238.2","TCP","64","56805  >  956 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"789","8.866186","172.16.238.10","172.16.238.2","TCP","64","56805  >  234 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"790","8.866288","172.16.238.10","172.16.238.2","TCP","64","56805  >  777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"791","8.866322","172.16.238.10","172.16.238.2","TCP","64","56805  >  919 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"792","8.866350","172.16.238.10","172.16.238.2","TCP","64","56805  >  646 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"793","8.866378","172.16.238.10","172.16.238.2","TCP","64","56805  >  821 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"794","8.866406","172.16.238.10","172.16.238.2","TCP","64","56805  >  537 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"795","8.866434","172.16.238.10","172.16.238.2","TCP","64","56805  >  551 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"796","8.866467","172.16.238.10","172.16.238.2","TCP","64","56805  >  672 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"797","8.866495","172.16.238.10","172.16.238.2","TCP","64","56805  >  448 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"798","8.866523","172.16.238.10","172.16.238.2","TCP","64","56805  >  739 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"799","8.866551","172.16.238.10","172.16.238.2","TCP","64","56805  >  243 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"800","8.866578","172.16.238.10","172.16.238.2","TCP","64","56805  >  208 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"801","8.866606","172.16.238.10","172.16.238.2","TCP","64","56805  >  653 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"802","8.866633","172.16.238.10","172.16.238.2","TCP","64","56805  >  8 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"803","8.866660","172.16.238.10","172.16.238.2","TCP","64","56805  >  4 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"804","8.866693","172.16.238.10","172.16.238.2","TCP","64","56805  >  521 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"805","8.944181","172.16.238.10","172.16.238.2","TCP","64","56807  >  232 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"806","8.944257","172.16.238.10","172.16.238.2","TCP","64","56807  >  159 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"807","8.944289","172.16.238.10","172.16.238.2","TCP","64","56807  >  181 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"808","8.946666","172.16.238.10","172.16.238.2","TCP","64","56807  >  96 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"809","8.946720","172.16.238.10","172.16.238.2","TCP","64","56805  >  632 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"810","8.946919","172.16.238.10","172.16.238.2","TCP","64","56805  >  300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"811","8.946953","172.16.238.10","172.16.238.2","TCP","64","56805  >  342 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"812","8.946993","172.16.238.10","172.16.238.2","TCP","64","56805  >  305 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"813","8.947022","172.16.238.10","172.16.238.2","TCP","64","56805  >  927 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"814","8.949320","172.16.238.10","172.16.238.2","TCP","64","56805  >  512 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"815","8.949358","172.16.238.10","172.16.238.2","TCP","64","56805  >  382 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"816","8.949387","172.16.238.10","172.16.238.2","TCP","64","56805  >  332 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"817","8.953274","172.16.238.10","172.16.238.2","TCP","64","56805  >  371 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"818","8.953330","172.16.238.10","172.16.238.2","TCP","64","56805  >  385 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"819","8.953377","172.16.238.10","172.16.238.2","TCP","64","56805  >  9 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"820","8.953441","172.16.238.10","172.16.238.2","TCP","64","56805  >  398 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"821","8.953487","172.16.238.10","172.16.238.2","TCP","64","56805  >  27 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"822","8.953691","172.16.238.10","172.16.238.2","TCP","64","56805  >  891 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"823","8.954676","172.16.238.10","172.16.238.2","TCP","64","56805  >  372 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"824","8.954725","172.16.238.10","172.16.238.2","TCP","64","56805  >  34 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"825","8.954768","172.16.238.10","172.16.238.2","TCP","64","56805  >  584 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"826","8.954910","172.16.238.10","172.16.238.2","TCP","64","56805  >  785 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"827","8.954959","172.16.238.10","172.16.238.2","TCP","64","56805  >  7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"828","8.955013","172.16.238.10","172.16.238.2","TCP","64","56805  >  182 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"829","8.957268","172.16.238.10","172.16.238.2","TCP","64","56805  >  667 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"830","8.957306","172.16.238.10","172.16.238.2","TCP","64","56805  >  145 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"831","8.957335","172.16.238.10","172.16.238.2","TCP","64","56805  >  29 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"832","8.957364","172.16.238.10","172.16.238.2","TCP","64","56805  >  274 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"833","8.957392","172.16.238.10","172.16.238.2","TCP","64","56805  >  533 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"834","8.957462","172.16.238.10","172.16.238.2","TCP","64","56805  >  647 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"835","8.957492","172.16.238.10","172.16.238.2","TCP","64","56805  >  394 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"836","8.957527","172.16.238.10","172.16.238.2","TCP","64","56805  >  407 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"837","8.957555","172.16.238.10","172.16.238.2","TCP","64","56805  >  45 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"838","8.957583","172.16.238.10","172.16.238.2","TCP","64","56805  >  567 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"839","8.957720","172.16.238.10","172.16.238.2","TCP","64","56805  >  163 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"840","8.957760","172.16.238.10","172.16.238.2","TCP","64","56805  >  839 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"841","8.957790","172.16.238.10","172.16.238.2","TCP","64","56805  >  603 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"842","8.957817","172.16.238.10","172.16.238.2","TCP","64","56805  >  513 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"843","8.957845","172.16.238.10","172.16.238.2","TCP","64","56805  >  510 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"844","8.960896","172.16.238.10","172.16.238.2","TCP","64","56805  >  980 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"845","8.963251","172.16.238.10","172.16.238.2","TCP","64","56805  >  804 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"846","8.963290","172.16.238.10","172.16.238.2","TCP","64","56805  >  912 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"847","8.963323","172.16.238.10","172.16.238.2","TCP","64","56805  >  490 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"848","8.963353","172.16.238.10","172.16.238.2","TCP","64","56805  >  609 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"849","8.963381","172.16.238.10","172.16.238.2","TCP","64","56805  >  403 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"850","8.963409","172.16.238.10","172.16.238.2","TCP","64","56805  >  851 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
